gene,gene_start,gene_end,CHROM,gene_length
chr1:158978332-159198222,158978332,159198222,1,219891
chr1:159198222-159425163,159198222,159425163,1,226942
chr1:159425163-159660745,159425163,159660745,1,235583
chr1:159660745-159880829,159660745,159880829,1,220085
chr1:159880829-160089925,159880829,160089925,1,209097
chr1:160089925-160303931,160089925,160303931,1,214007
chr1:160303931-160532797,160303931,160532797,1,228867
chr1:160532797-160758712,160532797,160758712,1,225916
chr1:160758712-161001271,160758712,161001271,1,242560
chr1:161001271-161233148,161001271,161233148,1,231878
chr1:161233148-161845315,161233148,161845315,1,612168
chr1:161845315-162053934,161845315,162053934,1,208620
chr1:162053934-162265880,162053934,162265880,1,211947
chr1:162265880-162491307,162265880,162491307,1,225428
chr1:162491307-162709345,162491307,162709345,1,218039
chr1:162709345-162950154,162709345,162950154,1,240810
chr1:162950154-163163403,162950154,163163403,1,213250
chr1:163163403-163376515,163163403,163376515,1,213113
chr1:163376515-163586858,163376515,163586858,1,210344
chr1:163586858-163809284,163586858,163809284,1,222427
chr1:163809284-164028040,163809284,164028040,1,218757
chr1:164028040-164254747,164028040,164254747,1,226708
chr1:164254747-164473606,164254747,164473606,1,218860
chr1:164473606-164690252,164473606,164690252,1,216647
chr1:164690252-164895973,164690252,164895973,1,205722
chr1:164895973-165119714,164895973,165119714,1,223742
chr1:165119714-165325820,165119714,165325820,1,206107
chr1:165325820-165532033,165325820,165532033,1,206214
chr1:165532033-165752115,165532033,165752115,1,220083
chr1:165752115-165984515,165752115,165984515,1,232401
chr1:165984515-166198816,165984515,166198816,1,214302
chr1:166198816-166448876,166198816,166448876,1,250061
chr1:166448876-166673466,166448876,166673466,1,224591
chr1:166673466-166898377,166673466,166898377,1,224912
chr1:166898377-167106276,166898377,167106276,1,207900
chr1:167106276-167319495,167106276,167319495,1,213220
chr1:167319495-167534027,167319495,167534027,1,214533
chr1:167534027-167753922,167534027,167753922,1,219896
chr1:167753922-167980446,167753922,167980446,1,226525
chr1:167980446-168198476,167980446,168198476,1,218031
chr1:168198476-168421646,168198476,168421646,1,223171
chr1:168421646-168643984,168421646,168643984,1,222339
chr1:168643984-168861603,168643984,168861603,1,217620
chr1:168861603-169080284,168861603,169080284,1,218682
chr1:169080284-169304699,169080284,169304699,1,224416
chr1:169304699-169528654,169304699,169528654,1,223956
chr1:169528654-169751154,169528654,169751154,1,222501
chr1:169751154-169965421,169751154,169965421,1,214268
chr1:169965421-170197248,169965421,170197248,1,231828
chr1:170197248-170412066,170197248,170412066,1,214819
chr1:170412066-170643795,170412066,170643795,1,231730
chr1:170643795-170861709,170643795,170861709,1,217915
chr1:170861709-171082238,170861709,171082238,1,220530
chr1:171082238-171299706,171082238,171299706,1,217469
chr1:171299706-171536496,171299706,171536496,1,236791
chr1:171536496-171770645,171536496,171770645,1,234150
chr1:171770645-171982090,171770645,171982090,1,211446
chr1:171982090-172207656,171982090,172207656,1,225567
chr1:172207656-172427250,172207656,172427250,1,219595
chr1:172427250-172644528,172427250,172644528,1,217279
chr1:172644528-172860908,172644528,172860908,1,216381
chr1:172860908-173089314,172860908,173089314,1,228407
chr1:173089314-173312529,173089314,173312529,1,223216
chr1:173312529-173546052,173312529,173546052,1,233524
chr1:173546052-173789072,173546052,173789072,1,243021
chr1:173789072-174022275,173789072,174022275,1,233204
chr1:174022275-174263169,174022275,174263169,1,240895
chr1:174263169-174489958,174263169,174489958,1,226790
chr1:174489958-174739915,174489958,174739915,1,249958
chr1:174739915-174971777,174739915,174971777,1,231863
chr1:174971777-175189868,174971777,175189868,1,218092
chr1:175189868-175406482,175189868,175406482,1,216615
chr1:175406482-175616249,175406482,175616249,1,209768
chr1:175616249-175822326,175616249,175822326,1,206078
chr1:175822326-176044571,175822326,176044571,1,222246
chr1:176044571-176270268,176044571,176270268,1,225698
chr1:176270268-176499357,176270268,176499357,1,229090
chr1:176499357-176709005,176499357,176709005,1,209649
chr1:176709005-176917313,176709005,176917313,1,208309
chr1:176917313-177121286,176917313,177121286,1,203974
chr1:177121286-177331776,177121286,177331776,1,210491
chr1:177331776-177548248,177331776,177548248,1,216473
chr1:177548248-177780430,177548248,177780430,1,232183
chr1:177780430-177996340,177780430,177996340,1,215911
chr1:177996340-178217487,177996340,178217487,1,221148
chr1:178217487-178440372,178217487,178440372,1,222886
chr1:178440372-178658475,178440372,178658475,1,218104
chr1:178658475-178885137,178658475,178885137,1,226663
chr1:178885137-179114318,178885137,179114318,1,229182
chr1:179114318-179348287,179114318,179348287,1,233970
chr1:179348287-179594811,179348287,179594811,1,246525
chr1:179594811-179820736,179594811,179820736,1,225926
chr1:179820736-180042692,179820736,180042692,1,221957
chr1:180042692-180255425,180042692,180255425,1,212734
chr1:180255425-180482121,180255425,180482121,1,226697
chr1:180482121-180704459,180482121,180704459,1,222339
chr1:180704459-180930033,180704459,180930033,1,225575
chr1:180930033-181150199,180930033,181150199,1,220167
chr1:181150199-181377542,181150199,181377542,1,227344
chr1:181377542-181583400,181377542,181583400,1,205859
chr1:181583400-181789594,181583400,181789594,1,206195
chr1:181789594-182022011,181789594,182022011,1,232418
chr1:182022011-182238525,182022011,182238525,1,216515
chr1:182238525-182460479,182238525,182460479,1,221955
chr1:182460479-182675093,182460479,182675093,1,214615
chr1:182675093-182889723,182675093,182889723,1,214631
chr1:182889723-183115329,182889723,183115329,1,225607
chr1:183115329-183332586,183115329,183332586,1,217258
chr1:183332586-183550220,183332586,183550220,1,217635
chr1:183550220-183783343,183550220,183783343,1,233124
chr1:183783343-183990622,183783343,183990622,1,207280
chr1:183990622-184205795,183990622,184205795,1,215174
chr1:184205795-184426303,184205795,184426303,1,220509
chr1:184426303-184637897,184426303,184637897,1,211595
chr1:184637897-184859950,184637897,184859950,1,222054
chr1:184859950-185081746,184859950,185081746,1,221797
chr1:185081746-185308532,185081746,185308532,1,226787
chr1:185308532-185527486,185308532,185527486,1,218955
chr1:185527486-185753227,185527486,185753227,1,225742
chr1:185753227-185974266,185753227,185974266,1,221040
chr1:185974266-186186049,185974266,186186049,1,211784
chr1:186186049-186405232,186186049,186405232,1,219184
chr1:186405232-186625455,186405232,186625455,1,220224
chr1:186625455-186849159,186625455,186849159,1,223705
chr1:186849159-187061127,186849159,187061127,1,211969
chr1:187061127-187276293,187061127,187276293,1,215167
chr1:187276293-187493589,187276293,187493589,1,217297
chr1:187493589-187715573,187493589,187715573,1,221985
chr1:187715573-187939956,187715573,187939956,1,224384
chr1:187939956-188151148,187939956,188151148,1,211193
chr1:188151148-188363046,188151148,188363046,1,211899
chr1:188363046-188572350,188363046,188572350,1,209305
chr1:188572350-188789265,188572350,188789265,1,216916
chr1:188789265-189005075,188789265,189005075,1,215811
chr1:189005075-189222446,189005075,189222446,1,217372
chr1:189222446-189445618,189222446,189445618,1,223173
chr1:189445618-189660925,189445618,189660925,1,215308
chr1:189660925-189876427,189660925,189876427,1,215503
chr1:189876427-190085879,189876427,190085879,1,209453
chr1:190085879-190293543,190085879,190293543,1,207665
chr1:190293543-190501047,190293543,190501047,1,207505
chr1:190501047-190711137,190501047,190711137,1,210091
chr1:190711137-190923897,190711137,190923897,1,212761
chr1:190923897-191143319,190923897,191143319,1,219423
chr1:191143319-191354958,191143319,191354958,1,211640
chr1:191354958-191572387,191354958,191572387,1,217430
chr1:191572387-191782725,191572387,191782725,1,210339
chr1:191782725-191995335,191782725,191995335,1,212611
chr1:191995335-192207568,191995335,192207568,1,212234
chr1:192207568-192418332,192207568,192418332,1,210765
chr1:192418332-192641127,192418332,192641127,1,222796
chr1:192641127-192864746,192641127,192864746,1,223620
chr1:192864746-193079928,192864746,193079928,1,215183
chr1:193079928-193294087,193079928,193294087,1,214160
chr1:193294087-193508024,193294087,193508024,1,213938
chr1:193508024-193727313,193508024,193727313,1,219290
chr1:193727313-193944781,193727313,193944781,1,217469
chr1:193944781-194162690,193944781,194162690,1,217910
chr1:194162690-194379752,194162690,194379752,1,217063
chr1:194379752-194596307,194379752,194596307,1,216556
chr1:194596307-194810588,194596307,194810588,1,214282
chr1:194810588-195022375,194810588,195022375,1,211788
chr1:195022375-195239918,195022375,195239918,1,217544
chr1:195239918-195448469,195239918,195448469,1,208552
chr1:195448469-195665152,195448469,195665152,1,216684
chr1:195665152-195877854,195665152,195877854,1,212703
chr1:195877854-196091833,195877854,196091833,1,213980
chr1:196091833-196314113,196091833,196314113,1,222281
chr1:196314113-196523901,196314113,196523901,1,209789
chr1:196523901-196734476,196523901,196734476,1,210576
chr1:196734476-197036731,196734476,197036731,1,302256
chr1:197036731-197252791,197036731,197252791,1,216061
chr1:197252791-197464066,197252791,197464066,1,211276
chr1:197464066-197680591,197464066,197680591,1,216526
chr1:197680591-197910152,197680591,197910152,1,229562
chr1:197910152-198123039,197910152,198123039,1,212888
chr1:198123039-198340748,198123039,198340748,1,217710
chr1:198340748-198550357,198340748,198550357,1,209610
chr1:198550357-198757512,198550357,198757512,1,207156
chr1:198757512-198966655,198757512,198966655,1,209144
chr1:198966655-199177731,198966655,199177731,1,211077
chr1:199177731-199389172,199177731,199389172,1,211442
chr1:199389172-199608408,199389172,199608408,1,219237
chr1:199608408-199826573,199608408,199826573,1,218166
chr1:199826573-200063469,199826573,200063469,1,236897
chr1:200063469-200286035,200063469,200286035,1,222567
chr1:200286035-200507393,200286035,200507393,1,221359
chr1:200507393-200737834,200507393,200737834,1,230442
chr1:200737834-200964016,200737834,200964016,1,226183
chr1:200964016-201171315,200964016,201171315,1,207300
chr1:201171315-201386160,201171315,201386160,1,214846
chr1:201386160-201603819,201386160,201603819,1,217660
chr1:201603819-201819958,201603819,201819958,1,216140
chr1:201819958-202048190,201819958,202048190,1,228233
chr1:202048190-202280997,202048190,202280997,1,232808
chr1:202280997-202568488,202280997,202568488,1,287492
chr1:202568488-202794653,202568488,202794653,1,226166
chr1:202794653-203026387,202794653,203026387,1,231735
chr1:203026387-203232032,203026387,203232032,1,205646
chr1:203232032-203460124,203232032,203460124,1,228093
chr1:203460124-203682634,203460124,203682634,1,222511
chr1:203682634-203925840,203682634,203925840,1,243207
chr1:203925840-204153610,203925840,204153610,1,227771
chr1:204153610-204365509,204153610,204365509,1,211900
chr1:204365509-204584411,204365509,204584411,1,218903
chr1:204584411-204795434,204584411,204795434,1,211024
chr1:204795434-205002533,204795434,205002533,1,207100
chr1:205002533-205226281,205002533,205226281,1,223749
chr1:205226281-205450366,205226281,205450366,1,224086
chr1:205450366-205669365,205450366,205669365,1,219000
chr1:205669365-206399032,205669365,206399032,1,729668
chr1:206399032-206619897,206399032,206619897,1,220866
chr1:206619897-206833598,206619897,206833598,1,213702
chr1:206833598-207042067,206833598,207042067,1,208470
chr1:207042067-207265796,207042067,207265796,1,223730
chr1:207265796-207478173,207265796,207478173,1,212378
chr1:207478173-207772483,207478173,207772483,1,294311
chr1:207772483-207981776,207772483,207981776,1,209294
chr1:207981776-208186041,207981776,208186041,1,204266
chr1:208186041-208392829,208186041,208392829,1,206789
chr1:208392829-208601327,208392829,208601327,1,208499
chr1:208601327-208818249,208601327,208818249,1,216923
chr1:208818249-209036926,208818249,209036926,1,218678
chr1:209036926-209250557,209036926,209250557,1,213632
chr1:209250557-209465692,209250557,209465692,1,215136
chr1:209465692-209670641,209465692,209670641,1,204950
chr1:209670641-209881273,209670641,209881273,1,210633
chr1:209881273-210107392,209881273,210107392,1,226120
chr1:210107392-210328056,210107392,210328056,1,220665
chr1:210328056-210543809,210328056,210543809,1,215754
chr1:210543809-210757160,210543809,210757160,1,213352
chr1:210757160-210991187,210757160,210991187,1,234028
chr1:210991187-211230985,210991187,211230985,1,239799
chr1:211230985-211467581,211230985,211467581,1,236597
chr1:211467581-211689027,211467581,211689027,1,221447
chr1:211689027-211915848,211689027,211915848,1,226822
chr1:211915848-212137920,211915848,212137920,1,222073
chr1:212137920-212367047,212137920,212367047,1,229128
chr1:212367047-212589652,212367047,212589652,1,222606
chr1:212589652-212814437,212589652,212814437,1,224786
chr1:212814437-213051554,212814437,213051554,1,237118
chr1:213051554-213278721,213051554,213278721,1,227168
chr1:213278721-213492441,213278721,213492441,1,213721
chr1:213492441-213714764,213492441,213714764,1,222324
chr1:213714764-213921574,213714764,213921574,1,206811
chr1:213921574-214129083,213921574,214129083,1,207510
chr1:214129083-214339464,214129083,214339464,1,210382
chr1:214339464-214553643,214339464,214553643,1,214180
chr1:214553643-214777692,214553643,214777692,1,224050
chr1:214777692-214994344,214777692,214994344,1,216653
chr1:214994344-215206268,214994344,215206268,1,211925
chr1:215206268-215422317,215206268,215422317,1,216050
chr1:215422317-215641312,215422317,215641312,1,218996
chr1:215641312-215856474,215641312,215856474,1,215163
chr1:215856474-216070597,215856474,216070597,1,214124
chr1:216070597-216281602,216070597,216281602,1,211006
chr1:216281602-216496135,216281602,216496135,1,214534
chr1:216496135-216700437,216496135,216700437,1,204303
chr1:216700437-216906831,216700437,216906831,1,206395
chr1:216906831-217112684,216906831,217112684,1,205854
chr1:217112684-217323197,217112684,217323197,1,210514
chr1:217323197-217541419,217323197,217541419,1,218223
chr1:217541419-217762301,217541419,217762301,1,220883
chr1:217762301-217971293,217762301,217971293,1,208993
chr1:217971293-218188212,217971293,218188212,1,216920
chr1:218188212-218400771,218188212,218400771,1,212560
chr1:218400771-218621412,218400771,218621412,1,220642
chr1:218621412-218837286,218621412,218837286,1,215875
chr1:218837286-219045031,218837286,219045031,1,207746
chr1:219045031-219256740,219045031,219256740,1,211710
chr1:219256740-219467866,219256740,219467866,1,211127
chr1:219467866-219695260,219467866,219695260,1,227395
chr1:219695260-219932138,219695260,219932138,1,236879
chr1:219932138-220163791,219932138,220163791,1,231654
chr1:220163791-220382081,220163791,220382081,1,218291
chr1:220382081-220597740,220382081,220597740,1,215660
chr1:220597740-220818456,220597740,220818456,1,220717
chr1:220818456-221031141,220818456,221031141,1,212686
chr1:221031141-221247335,221031141,221247335,1,216195
chr1:221247335-221465593,221247335,221465593,1,218259
chr1:221465593-221675696,221465593,221675696,1,210104
chr1:221675696-221881323,221675696,221881323,1,205628
chr1:221881323-222103102,221881323,222103102,1,221780
chr1:222103102-222318994,222103102,222318994,1,215893
chr1:222318994-222581915,222318994,222581915,1,262922
chr1:222581915-222799731,222581915,222799731,1,217817
chr1:222799731-223022880,222799731,223022880,1,223150
chr1:223022880-223245882,223022880,223245882,1,223003
chr1:223245882-223476283,223245882,223476283,1,230402
chr1:223476283-224093800,223476283,224093800,1,617518
chr1:224093800-224339444,224093800,224339444,1,245645
chr1:224339444-224564098,224339444,224564098,1,224655
chr1:224564098-224775556,224564098,224775556,1,211459
chr1:224775556-225004910,224775556,225004910,1,229355
chr1:225004910-225256238,225004910,225256238,1,251329
chr1:225256238-225479895,225256238,225479895,1,223658
chr1:225479895-225701246,225479895,225701246,1,221352
chr1:225701246-225936248,225701246,225936248,1,235003
chr1:225936248-226176699,225936248,226176699,1,240452
chr1:226176699-226405730,226176699,226405730,1,229032
chr1:226405730-226623320,226405730,226623320,1,217591
chr1:226623320-226840801,226623320,226840801,1,217482
chr1:226840801-227064710,226840801,227064710,1,223910
chr1:227064710-227283332,227064710,227283332,1,218623
chr1:227283332-227521124,227283332,227521124,1,237793
chr1:227521124-227755001,227521124,227755001,1,233878
chr1:227755001-227988212,227755001,227988212,1,233212
chr1:227988212-228200439,227988212,228200439,1,212228
chr1:228200439-228409139,228200439,228409139,1,208701
chr1:228409139-228731605,228409139,228731605,1,322467
